entry,exit,sym,side,gross,net,reason,margin,rom
2024-11-29,2024-12-13,DIVISLAB,1,-0.050921903658654344,-0.051921903658654345,sl,0.22,-0.23600865299388338
2024-12-27,2025-01-06,TATAELXSI,1,-0.06475599973984869,-0.06575599973984869,sl,0.22,-0.29889090790840317
2024-12-27,2025-01-01,UNIONBANK,1,0.042105263157894646,0.041105263157894645,tp,0.22,0.18684210526315748
2024-12-27,2025-01-06,INDIANB,1,-0.06828956965718447,-0.06928956965718447,sl,0.22,-0.3149525893508385
2024-12-27,2024-12-30,COFORGE,1,0.028884148135692955,0.027884148135692954,tp,0.22,0.12674612788951342
2024-12-27,2025-01-13,PERSISTENT,1,-0.06525017881021233,-0.06625017881021233,sl,0.22,-0.30113717641005605
2025-04-25,2025-05-05,INDIGO,1,0.04192911535207289,0.04092911535207289,tp,0.22,0.18604143341851312
2025-04-25,2025-05-07,CHOLAFIN,1,0.02166861294926692,0.020668612949266918,tp,0.22,0.09394824067848599
2025-04-25,2025-04-30,BAJFINANCE,1,-0.05135786246167329,-0.05235786246167329,sl,0.22,-0.23799028391669677
2025-04-25,2025-05-29,TATACONSUM,1,-0.03821821648323087,-0.03921821648323087,expiry,0.22,-0.17826462037832214
2025-04-25,2025-05-29,BAJAJFINSV,1,-0.01835489382474975,-0.019354893824749753,expiry,0.22,-0.08797679011249887
2025-05-30,2025-06-19,BHEL,1,-0.05493286408324094,-0.05593286408324094,sl,0.22,-0.25424029128745884
2025-05-30,2025-06-02,ADANIPORTS,1,0.02590239474970346,0.02490239474970346,tp,0.22,0.113192703407743
2025-05-30,2025-06-02,AUBANK,1,0.033127778574501665,0.032127778574501664,tp,0.22,0.14603535715682575
2025-05-30,2025-06-02,UNIONBANK,1,0.040349333152799316,0.039349333152799315,tp,0.22,0.1788606052399969
2025-05-30,2025-06-11,BPCL,1,0.04530542102796442,0.04430542102796442,tp,0.22,0.20138827739983828
2025-06-27,2025-07-01,AUBANK,1,0.038776015857284296,0.037776015857284295,tp,0.22,0.1717091629876559
